Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,9.05,15.87,15.15,-0.30,1.69
Depreciation/Depletion,19.78,22.57,27.07,25.99,22.90
Non-Cash Items,1.14,-1.30,-0.50,-0.62,-2.53
Cash Taxes Paid,1.19,1.59,1.53,1.28,1.51
Changes in Working Capital,-3.30,-8.10,-14.17,3.30,9.02
Cash from Operating Activities,26.67,29.04,27.54,28.37,31.08
Capital Expenditures,-10.25,-34.95,-14.46,-9.36,-4.41
"Other Investing Cash Flow Items, Total",-9.02,-4.67,-28.05,-4.79,-3.28
Cash from Investing Activities,-19.26,-39.62,-42.51,-14.15,-7.69
Total Cash Dividends Paid,-0.49,-0.25,-0.37,-0.37,0.00
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-15.78,5.46,4.56,-14.13,-17.21
Foreign Exchange Effects,0.29,-0.02,1.60,-0.69,-1.35
Net Change in Cash,-8.08,-5.14,-8.80,-0.61,4.84
