Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,129.42,147.97,153.38,133.64,110.62
Total Revenue,129.42,147.97,153.38,133.64,110.62
"Selling/General/Admin. Expenses, Total",1.87,1.62,1.70,2.00,0
Depreciation/Amortisation,19.78,22.57,27.07,25.99,22.90
Unusual Expense (Income),0,0,-1.10,0.00,0
"Other Operating Expenses, Total",22.94,24.08,26.39,24.35,19.77
Total Operating Expense,120.38,132.10,138.24,133.93,108.93
Operating Income,9.05,15.87,15.15,-0.30,1.69
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,9.05,15.87,15.15,-0.30,1.69
Provision for Income Taxes,2.25,-0.82,1.51,1.08,-0.01
Net Income After Taxes,6.80,16.68,13.63,-1.38,1.70
Net Income Before Extra. Items,1.39,9.25,6.79,-2.53,1.69
Net Income,1.39,9.25,6.79,-2.53,1.69
Income Available to Com Excl ExtraOrd,1.39,9.25,6.79,-2.53,1.69
Income Available to Com Incl ExtraOrd,1.39,9.25,6.79,-2.53,1.69
Diluted Net Income,1.39,9.25,6.79,-2.53,1.69
Diluted Weighted Average Shares,122.81,122.81,122.81,122.81,122.81
Diluted EPS Excluding ExtraOrd Items,0.01,0.08,0.06,-0.02,0.01
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.01,0.07,0.05,-0.02,-0.00
