Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,66.69,68.20,87.38,93.26,103.33
Short Term Investments,1.97,3.05,3.75,2.80,3.19
Cash and Short Term Investments,68.66,71.24,91.14,96.06,106.52
"Accounts Receivable - Trade, Net",30.24,36.03,35.57,26.40,15.09
"Total Receivables, Net",30.24,36.23,35.98,26.86,15.47
Prepaid Expenses,0.99,1.22,1.63,1.18,1.28
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,104.91,114.66,133.26,129.39,128.70
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",59.15,79.72,74.23,58.86,47.03
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0
Total Assets,164.49,194.62,208.57,189.48,177.44
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.16,0.12,0.56,0.26,1.48
Total Current Liabilities,35.71,47.98,40.65,35.27,29.01
Total Long Term Debt,4.00,12.52,16.34,5.91,3.66
Total Debt,17.15,25.87,35.73,24.49,14.33
Deferred Income Tax,4.17,1.85,2.86,2.95,0.35
"Other Liabilities, Total",1.09,1.03,1.05,1.36,1.45
Total Liabilities,94.15,117.12,122.51,106.94,94.18
"Common Stock, Total",35.73,35.73,35.73,35.73,35.73
Retained Earnings (Accumulated Deficit),34.62,41.78,50.34,46.82,47.54
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,70.34,77.50,86.07,82.54,83.26
Total Liabilities & Shareholders' Equity,164.49,194.62,208.57,189.48,177.44
Total Common Shares Outstanding,122.81,122.81,122.81,122.81,122.81
"Tangible Book Value per Share, Common Eq",0.57,0.63,0.70,0.67,0.68
