Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.71,-3.14,-1.69,-1.55,-0.99
Depreciation/Depletion,5.02,0.84,0.73,0.15,0.23
Non-Cash Items,-16.61,-2.98,0.01,0.81,0.37
Cash Taxes Paid,0.21,-0.03,0.00,-0.00,-0.02
Changes in Working Capital,26.24,3.98,-1.12,0.72,0.62
Cash from Operating Activities,12.98,-1.29,-2.06,0.14,0.24
Capital Expenditures,-1.46,-0.55,-0.40,-3.54,-0.34
"Other Investing Cash Flow Items, Total",1.13,26.61,0,0,0
Cash from Investing Activities,-0.33,26.06,-0.40,-3.54,-0.34
Total Cash Dividends Paid,-0.54,0.00,0,0,0
"Issuance (Retirement) of Stock, Net",0.07,0.00,0,0,0
Cash from Financing Activities,-16.88,-25.96,-0.17,-0.08,-0.28
Foreign Exchange Effects,-0.33,-0.09,-0.00,-0.01,0.01
Net Change in Cash,-4.56,-1.28,-2.64,-3.50,-0.37
