Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,48.70,26.93,13.58,14.12,13.26
Total Revenue,48.70,26.93,13.58,14.12,13.26
"Selling/General/Admin. Expenses, Total",3.98,3.55,2.90,3.01,3.18
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0.00,0.00,0.13
"Other Operating Expenses, Total",-0.15,-0.08,0.14,0.14,-0.70
Total Operating Expense,50.41,30.07,15.28,15.67,14.25
Operating Income,-1.71,-3.14,-1.69,-1.55,-0.99
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.71,-3.14,-1.69,-1.55,-0.99
Provision for Income Taxes,-0.20,-0.51,-0.23,0.04,-0.16
Net Income After Taxes,-1.51,-2.64,-1.46,-1.59,-0.83
Net Income Before Extra. Items,-1.51,-2.64,-1.46,-1.59,-0.83
Net Income,-22.58,0.80,-1.46,-1.59,-0.83
Income Available to Com Excl ExtraOrd,-1.51,-2.64,-1.46,-1.59,-0.83
Income Available to Com Incl ExtraOrd,-22.58,0.80,-1.46,-1.59,-0.83
Diluted Net Income,-22.58,0.80,-1.46,-1.59,-0.83
Diluted Weighted Average Shares,107.53,107.58,107.58,107.58,107.58
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.02,-0.01,-0.01,-0.01
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.01,-0.02,-0.01,-0.01,-0.01
