Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,Interim Report,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,5.22,9.68,7.05,3.55,3.19
"Accounts Receivable - Trade, Net",7.68,3.56,3.74,2.42,2.32
"Total Receivables, Net",7.68,3.56,3.82,2.49,2.69
Prepaid Expenses,0.08,0.07,0.43,0.06,0.07
"Other Current Assets, Total",41.83,0.00,11.21,10.38,10.48
Total Current Assets,56.61,15.25,24.21,18.62,17.82
"Property/Plant/Equipment, Total - Gross",43.70,0,0,0,0
"Accumulated Depreciation, Total",-31.63,0,0,0,0
"Property/Plant/Equipment, Total - Net",12.07,12.39,0.47,4.26,5.01
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.09,0.08,0.06,0.05,0.06
Long Term Investments,0,0,0,0,0
Total Assets,68.77,27.71,24.75,23.00,22.93
Accounts Payable,1.23,2.44,1.60,1.23,1.26
Accrued Expenses,1.29,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",12.33,1.35,1.08,1.49,1.75
Total Current Liabilities,44.22,3.95,2.76,2.80,3.20
Total Long Term Debt,0.34,0.27,0.20,0.12,0.53
Total Debt,29.72,0.43,0.27,0.20,0.72
Deferred Income Tax,1.83,1.52,0.67,0.00,0
"Other Liabilities, Total",0,0,0,0,0.04
Total Liabilities,46.40,5.74,3.62,2.92,3.76
"Common Stock, Total",12.85,12.85,12.85,12.85,12.85
Retained Earnings (Accumulated Deficit),0.00,0.80,0.00,-2.23,-3.06
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),7.35,8.32,9.17,9.52,9.52
"Other Equity, Total",2.18,0.00,-0.90,-0.06,-0.15
Total Equity,22.38,21.98,21.12,20.08,19.17
Total Liabilities & Shareholders' Equity,68.77,27.71,24.75,23.00,22.93
Total Common Shares Outstanding,107.58,107.58,107.58,107.58,107.58
"Tangible Book Value per Share, Common Eq",0.21,0.20,0.20,0.19,0.18
