Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,7208.85,7507.60,7167.43,6431.80,7077.89
Total Revenue,7208.85,7507.60,7167.43,6431.80,7077.89
"Selling/General/Admin. Expenses, Total",807.43,828.75,830.67,655.21,801.11
Depreciation/Amortisation,36.35,31.72,32.10,42.27,44.76
Unusual Expense (Income),1.19,51.29,22.84,-0.40,-13.92
"Other Operating Expenses, Total",0.14,0.13,0.13,0.14,0.13
Total Operating Expense,7039.57,7322.08,7046.34,6297.55,6759.93
Operating Income,169.28,185.52,121.09,134.25,317.96
"Interest Inc.(Exp.),Net-Non-Op., Total",-52.16,-120.00,-52.32,115.57,-154.62
"Other, Net",21.69,39.33,17.67,9.36,17.83
Net Income Before Taxes,140.28,114.11,85.65,260.23,178.69
Provision for Income Taxes,-262.54,35.04,83.77,47.16,116.58
Net Income After Taxes,402.82,79.07,1.88,213.07,62.11
Net Income Before Extra. Items,399.62,74.03,-1.77,193.98,31.76
Net Income,399.62,74.03,-1.77,193.98,31.76
Income Available to Com Excl ExtraOrd,399.62,74.03,-1.77,193.98,31.76
Income Available to Com Incl ExtraOrd,399.62,74.03,-1.77,193.98,31.76
Diluted Net Income,399.62,74.03,-1.77,193.98,31.76
Diluted Weighted Average Shares,12734.76,12734.76,12734.76,12734.76,12699.85
Diluted EPS Excluding ExtraOrd Items,0.03,0.01,-0.00,0.02,0.00
DPS - Common Stock Primary Issue,0.00,0.01,0.00,0.00,0.00
Diluted Normalised EPS,0.03,0.01,0.00,0.02,0.00
