Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,107.23,36.34,84.88,173.99,434.83
Depreciation/Depletion,1.51,0.82,1.09,2.19,2.71
Non-Cash Items,95.08,19.89,-18.97,-15.10,-28.23
Cash Taxes Paid,93.73,34.49,51.96,75.62,-17.99
Changes in Working Capital,269.57,-114.76,-97.07,-121.85,-263.25
Cash from Operating Activities,473.39,-57.10,-30.07,39.22,146.06
Capital Expenditures,-0.75,-15.73,-2.71,-3.19,-11.24
"Other Investing Cash Flow Items, Total",-99.85,-1.27,181.66,56.96,-2.00
Cash from Investing Activities,-100.60,-16.99,178.95,53.77,-13.24
Total Cash Dividends Paid,-62.26,-25.20,-38.40,-39.27,-39.04
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-307.09,-10.95,-95.74,-69.10,-45.32
Foreign Exchange Effects,0.67,-0.89,0.48,1.50,0.03
Net Change in Cash,66.37,-85.92,53.63,25.40,87.52
