Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,60.09,51.72,59.42,42.95,46.87
Total Revenue,60.09,51.72,59.42,42.95,46.87
"Selling/General/Admin. Expenses, Total",18.29,16.01,14.08,12.56,11.65
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),10.95,45.34,-2.96,-2.61,3.82
"Other Operating Expenses, Total",-0.81,8.51,-3.58,-4.28,-14.13
Total Operating Expense,86.42,131.90,62.70,43.39,35.52
Operating Income,-26.32,-80.19,-3.28,-0.44,11.35
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-5.82,-7.91,-5.45
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-26.32,-80.19,-9.10,-8.35,5.90
Provision for Income Taxes,0.05,0.48,-0.03,-0.28,0.03
Net Income After Taxes,-26.37,-80.66,-9.08,-8.07,5.88
Net Income Before Extra. Items,-26.91,-81.99,-10.63,-8.53,5.87
Net Income,-26.91,-81.99,-8.17,-7.07,6.37
Income Available to Com Excl ExtraOrd,-26.91,-81.99,-10.63,-8.53,5.87
Income Available to Com Incl ExtraOrd,-26.91,-81.99,-8.17,-7.07,6.37
Diluted Net Income,-26.91,-81.99,-8.17,-7.07,6.37
Diluted Weighted Average Shares,417.28,422.00,423.42,427.27,432.30
Diluted EPS Excluding ExtraOrd Items,-0.06,-0.19,-0.03,-0.02,0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.05,-0.12,-0.03,-0.02,0.02
