Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-31.00,-73.89,-18.99,10.17,6.25
Depreciation/Depletion,43.23,37.45,31.95,25.02,14.88
Non-Cash Items,57.54,87.84,27.46,11.69,8.07
Cash Taxes Paid,0.00,-0.01,-0.00,0.00,0.03
Changes in Working Capital,-2.81,-3.86,-2.95,-2.44,8.78
Cash from Operating Activities,66.97,47.54,37.47,44.43,37.97
Capital Expenditures,-2.22,-3.45,-0.05,-23.83,-24.24
"Other Investing Cash Flow Items, Total",9.63,5.88,19.15,11.36,87.62
Cash from Investing Activities,7.41,2.43,19.10,-12.47,63.38
Total Cash Dividends Paid,0,0,0,0,-79.56
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-60.31,-79.67,-56.39,-3.41,-123.09
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,14.07,-29.70,0.18,28.56,-21.74
