Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,94.34,73.57,62.88,70.54,46.93
Total Revenue,94.34,73.57,62.88,70.54,46.93
"Selling/General/Admin. Expenses, Total",5.98,5.85,7.47,5.84,5.75
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.12,-0.13,-0.06,-0.08,-0.00
"Other Operating Expenses, Total",-1.38,-0.76,0.01,-1.23,-1.27
Total Operating Expense,92.13,71.02,66.82,70.01,47.24
Operating Income,2.21,2.55,-3.94,0.54,-0.31
"Interest Inc.(Exp.),Net-Non-Op., Total",0.22,0.13,0.40,0.33,0.08
"Other, Net",-0.02,-0.02,0,0,0
Net Income Before Taxes,2.42,2.65,-3.54,0.87,-0.23
Provision for Income Taxes,-0.20,0.49,0.23,0.37,0.30
Net Income After Taxes,2.62,2.17,-3.77,0.50,-0.53
Net Income Before Extra. Items,2.62,2.17,-3.77,0.50,-0.53
Net Income,2.62,2.17,-3.77,0.50,-0.53
Income Available to Com Excl ExtraOrd,2.62,2.17,-3.77,0.50,-0.53
Income Available to Com Incl ExtraOrd,2.62,2.17,-3.77,0.50,-0.53
Diluted Net Income,2.62,2.17,-3.77,0.50,-0.53
Diluted Weighted Average Shares,578.76,574.91,579.09,579.49,579.87
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,-0.01,0.00,-0.00
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.00,0.00,-0.01,0.00,-0.00
