Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,7.82,21.33,20.01,27.32,25.62
"Accounts Receivable - Trade, Net",3.46,4.75,6.03,5.63,5.27
"Total Receivables, Net",4.84,6.87,7.07,7.29,6.76
Prepaid Expenses,0.52,1.14,1.78,0.98,0.70
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,14.30,30.86,30.55,37.39,34.91
"Property/Plant/Equipment, Total - Gross",0,23.97,27.80,35.22,31.97
"Accumulated Depreciation, Total",0,-10.46,-14.15,-14.47,-15.32
"Property/Plant/Equipment, Total - Net",7.35,13.51,13.65,20.75,16.66
"Goodwill, Net",0,119.20,126.10,126.10,123.10
"Intangibles, Net",9.59,0.00,0.44,0.82,0.81
Long Term Investments,1.59,1.53,7.36,8.90,11.50
Total Assets,34.44,167.63,181.84,197.62,190.54
Accounts Payable,1.84,1.91,1.65,2.12,1.89
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,9.20,0.00
"Other Current liabilities, Total",4.84,28.40,29.94,17.76,17.04
Total Current Liabilities,8.17,33.52,37.80,40.67,29.37
Total Long Term Debt,2.08,8.27,11.70,11.09,6.99
Total Debt,3.56,11.48,17.92,31.88,17.43
Deferred Income Tax,0.01,0.10,0.17,0.23,0.26
"Other Liabilities, Total",0.27,17.41,1.84,0.38,0.41
Total Liabilities,11.16,59.35,51.07,51.67,36.45
"Common Stock, Total",29.20,108.74,118.92,119.79,119.84
Retained Earnings (Accumulated Deficit),-5.89,-0.34,12.50,26.25,33.24
Treasury Stock - Common,0,0,0,-0.04,-0.09
Unrealised Gain (Loss),0,0,0,0,1.35
"Other Equity, Total",-0.02,-0.11,-0.64,-0.04,-0.26
Total Equity,23.29,108.28,130.78,145.95,154.08
Total Liabilities & Shareholders' Equity,34.44,167.63,181.84,197.62,190.54
Total Common Shares Outstanding,311.03,459.42,459.42,482.88,482.61
"Tangible Book Value per Share, Common Eq",0.04,-0.02,0.01,0.04,0.06
