Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,41.58,68.00,85.07,94.67,87.34
Total Revenue,41.58,68.00,85.07,94.67,87.34
"Selling/General/Admin. Expenses, Total",12.22,18.80,23.09,26.13,23.97
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.73,0.04,0.06,0.15,3.15
"Other Operating Expenses, Total",-0.09,-0.27,-0.43,-0.13,-0.08
Total Operating Expense,38.07,57.54,69.92,77.47,76.27
Operating Income,3.51,10.46,15.15,17.20,11.07
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.47,-0.98,-0.79,-1.02,-0.53
"Other, Net",0,0,-0.26,-0.12,-0.01
Net Income Before Taxes,3.04,9.48,14.10,16.07,10.53
Provision for Income Taxes,0.17,0.75,1.19,2.43,1.43
Net Income After Taxes,2.87,8.73,12.92,13.64,9.10
Net Income Before Extra. Items,2.42,8.50,12.93,13.66,8.73
Net Income,2.42,8.50,12.93,13.66,8.73
Income Available to Com Excl ExtraOrd,2.42,8.50,12.93,13.66,8.73
Income Available to Com Incl ExtraOrd,2.42,8.50,12.93,13.66,8.73
Diluted Net Income,2.42,8.50,12.93,13.66,8.73
Diluted Weighted Average Shares,287.70,427.80,472.42,508.50,482.84
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,0.03,0.03,0.02
DPS - Common Stock Primary Issue,0,0,0,0.00,0.00
Diluted Normalised EPS,0.01,0.02,0.03,0.03,0.02
