Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.04,9.48,14.10,16.07,10.53
Depreciation/Depletion,1.36,2.65,3.88,8.93,8.96
Non-Cash Items,-0.14,0.81,0.92,1.41,2.43
Cash Taxes Paid,0,0.09,0.92,1.89,1.42
Changes in Working Capital,0.27,-0.15,-1.54,-0.55,-1.38
Cash from Operating Activities,4.54,12.79,17.44,26.11,20.91
Capital Expenditures,-1.13,-5.01,-3.42,-2.14,-1.57
"Other Investing Cash Flow Items, Total",-1.42,-17.21,-25.26,-16.60,-1.79
Cash from Investing Activities,-2.55,-22.22,-28.68,-18.75,-3.37
Total Cash Dividends Paid,0,0,0,0,-1.93
"Issuance (Retirement) of Stock, Net",0.29,15.93,7.09,0.68,-0.08
Cash from Financing Activities,-0.63,22.94,9.95,-0.06,-19.24
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,1.36,13.50,-1.29,7.30,-1.69
