Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,16711.40,17268.00,17371.70,16542.30,15644.00
Total Revenue,16711.40,17268.00,17371.70,16542.30,15644.00
"Selling/General/Admin. Expenses, Total",5445.30,5296.70,5069.90,4513.10,4587.30
Depreciation/Amortisation,2242.00,2251.50,2222.20,2580.30,2684.80
Unusual Expense (Income),9.10,-1899.40,-73.50,-419.30,503.30
"Other Operating Expenses, Total",-221.20,-265.10,-216.00,-170.00,-152.40
Total Operating Expense,13953.80,12572.40,14833.80,14165.50,15101.50
Operating Income,2757.60,4695.60,2537.90,2376.80,542.50
"Interest Inc.(Exp.),Net-Non-Op., Total",1757.30,1473.00,1214.70,-796.10,241.30
"Other, Net",0.50,-13.70,-6.70,-15.30,-29.80
Net Income Before Taxes,4515.40,6154.90,3745.90,1565.40,754.00
Provision for Income Taxes,684.40,703.00,674.80,513.20,194.10
Net Income After Taxes,3831.00,5451.90,3071.10,1052.20,559.90
Net Income Before Extra. Items,3852.70,5473.00,3094.50,1074.60,553.70
Net Income,3852.70,5473.00,3094.50,1074.60,553.70
Income Available to Com Excl ExtraOrd,3852.70,5473.00,3094.50,1074.60,553.70
Income Available to Com Incl ExtraOrd,3852.70,5473.00,3094.50,1074.60,553.70
Diluted Net Income,3852.70,5473.00,3094.50,1074.60,553.70
Diluted Weighted Average Shares,16109.25,16344.33,16342.30,16349.23,16386.53
Diluted EPS Excluding ExtraOrd Items,0.24,0.33,0.19,0.07,0.03
DPS - Common Stock Primary Issue,0.18,0.18,0.18,0.12,0.08
Diluted Normalised EPS,0.24,0.23,0.19,0.05,0.06
