Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,369.70,402.20,359.20,847.60,599.10
Short Term Investments,16.30,17.00,10.60,14.80,19.30
Cash and Short Term Investments,533.80,524.90,512.70,999.60,754.70
"Accounts Receivable - Trade, Net",4453.10,4601.70,4702.90,4388.20,4330.10
"Total Receivables, Net",5222.10,5261.40,5307.70,5013.60,4833.60
Prepaid Expenses,540.30,552.30,685.00,545.80,610.10
"Other Current Assets, Total",106.10,22.60,155.10,337.20,62.20
Total Current Assets,6754.50,6758.60,7078.10,7175.80,6532.20
"Property/Plant/Equipment, Total - Gross",32427.70,32567.70,32942.20,34224.50,37988.10
"Accumulated Depreciation, Total",-20971.33,-21113.60,-21891.80,-21800.20,-24398.30
"Property/Plant/Equipment, Total - Net",11456.10,11454.10,11050.40,12424.30,13589.80
"Goodwill, Net",11164.60,11372.20,11538.30,11429.90,10767.20
"Intangibles, Net",1908.20,2596.90,2478.40,2306.00,2361.90
Long Term Investments,14424.90,14984.60,15565.00,14226.80,13734.60
Total Assets,48470.10,48495.50,48914.80,48954.90,47998.40
Accounts Payable,3618.60,4025.00,4441.50,4430.50,4759.90
Accrued Expenses,1128.60,1014.90,976.40,932.30,953.40
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",1549.60,1565.90,1496.30,1245.20,1389.60
Total Current Liabilities,9430.10,8429.40,8794.40,10578.50,9136.80
Total Long Term Debt,8097.80,8667.60,8783.90,10202.10,10825.60
Total Debt,11231.10,10491.20,10664.10,14172.60,12859.50
Deferred Income Tax,572.80,535.60,515.10,525.50,498.90
"Other Liabilities, Total",2128.20,1151.40,1011.70,834.80,1025.70
Total Liabilities,20251.30,18780.80,19077.00,22165.70,21512.60
"Common Stock, Total",4127.30,4127.30,4127.30,4127.30,4573.50
Retained Earnings (Accumulated Deficit),28620.40,26958.10,27509.40,25062.90,23703.30
Treasury Stock - Common,-32.50,-32.70,-31.70,-31.00,-22.50
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-4496.40,-1338.00,-1767.20,-2370.00,-1768.50
Total Equity,28218.80,29714.70,29837.80,26789.20,26485.80
Total Liabilities & Shareholders' Equity,48470.10,48495.50,48914.80,48954.90,47998.40
Total Common Shares Outstanding,16328.45,16328.52,16328.29,16320.62,16507.44
"Tangible Book Value per Share, Common Eq",0.93,0.96,0.97,0.80,0.81
