Fiscal Year,2010,2011,2012,2013,2014
Period Ended,28 Sep 2010,28 Sep 2011,28 Sep 2012,28 Sep 2013,28 Sep 2014
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1124.42,994.84,911.32,923.80,1262.78
Depreciation/Depletion,359.78,515.62,747.43,790.98,646.41
Non-Cash Items,549.54,734.56,812.41,610.70,660.79
Cash Taxes Paid,-10.31,31.24,88.89,68.64,63.48
Changes in Working Capital,-1376.02,-3122.15,-3519.14,1724.61,-3455.28
Cash from Operating Activities,657.72,-877.13,-1047.98,4050.09,-885.31
Capital Expenditures,-1254.59,-1186.54,-679.76,-138.27,-491.93
"Other Investing Cash Flow Items, Total",-936.68,-733.34,-291.37,-6778.84,1673.28
Cash from Investing Activities,-2191.27,-1919.88,-971.13,-6917.10,1181.35
Total Cash Dividends Paid,-13.53,-73.72,-212.54,-90.08,-88.39
"Issuance (Retirement) of Stock, Net",0.74,398.59,1378.86,661.74,0.00
Cash from Financing Activities,1612.38,2761.74,2244.59,3037.50,113.90
Foreign Exchange Effects,-0.04,0.02,0.00,0,0
Net Change in Cash,78.79,-35.25,225.49,170.48,409.95
