Fiscal Year,2010,2011,2012,2013,2014
Period Ended,28 Sep 2010,28 Sep 2011,28 Sep 2012,28 Sep 2013,28 Sep 2014
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,7432.33,9715.94,9580.80,8764.09,8125.98
Total Revenue,7432.33,9715.94,9580.80,8764.09,8125.98
"Selling/General/Admin. Expenses, Total",463.96,637.15,700.08,478.12,508.90
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-33.54,-0.62,-41.95,-451.80,-5.54
"Other Operating Expenses, Total",-82.27,-97.08,-26.58,440.65,-405.36
Total Operating Expense,6309.42,8720.86,8707.93,7897.84,6898.71
Operating Income,1122.91,995.08,872.86,866.26,1227.27
"Interest Inc.(Exp.),Net-Non-Op., Total",1.52,-0.24,38.46,57.54,35.50
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1124.42,994.84,911.32,923.80,1262.78
Provision for Income Taxes,23.21,30.51,24.21,-70.57,92.53
Net Income After Taxes,1101.21,964.32,887.12,994.36,1170.25
Net Income Before Extra. Items,773.12,622.82,627.66,747.72,953.38
Net Income,773.12,622.82,627.66,747.72,953.38
Income Available to Com Excl ExtraOrd,773.12,622.82,627.66,747.72,953.38
Income Available to Com Incl ExtraOrd,773.12,622.82,627.66,747.72,953.38
Diluted Net Income,773.12,622.82,627.66,747.72,953.38
Diluted Weighted Average Shares,3334.62,3399.49,4207.20,4988.95,4988.95
Diluted EPS Excluding ExtraOrd Items,0.23,0.18,0.15,0.15,0.19
DPS - Common Stock Primary Issue,0.07,0.06,0.02,0.02,0.00
Diluted Normalised EPS,0.22,0.18,0.15,0.14,0.19
