Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,5.48,0.00,0.00,0.00,0.00
Total Revenue,5.48,0.00,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",1.69,1.09,1.06,0.78,1.02
Depreciation/Amortisation,0.05,0.04,0.04,0.03,0.03
Unusual Expense (Income),0,0,0,0.00,0.06
"Other Operating Expenses, Total",-0.17,-0.47,-0.41,-0.43,-0.47
Total Operating Expense,7.15,0.98,0.87,0.74,1.90
Operating Income,-1.67,-0.98,-0.87,-0.74,-1.90
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.09,-0.10,-0.34,-0.25
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.67,-1.07,-0.97,-1.07,-2.16
Provision for Income Taxes,-0.01,0.00,0.00,0.00,0.00
Net Income After Taxes,-1.66,-1.07,-0.97,-1.07,-2.16
Net Income Before Extra. Items,-1.66,-1.07,-0.97,-1.07,-2.16
Net Income,-1.66,-1.74,-2.25,-2.73,-1.94
Income Available to Com Excl ExtraOrd,-1.66,-1.07,-0.97,-1.07,-2.16
Income Available to Com Incl ExtraOrd,-1.66,-1.74,-2.25,-2.73,-1.94
Diluted Net Income,-1.66,-1.74,-2.25,-2.73,-1.94
Diluted Weighted Average Shares,1229.23,1229.23,1229.23,1229.23,1229.23
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
