Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.67,-1.07,-0.97,-1.07,-2.16
Depreciation/Depletion,0.35,0.04,0.04,0,0.03
Non-Cash Items,0.41,0.01,-0.62,-0.22,1.48
Cash Taxes Paid,0.00,0.00,0.00,0.00,0.00
Changes in Working Capital,0.48,0.11,-0.11,0.98,0.31
Cash from Operating Activities,-0.43,-0.91,-1.66,-0.31,-0.34
Capital Expenditures,-0.02,-0.01,-0.02,-0.00,0.00
"Other Investing Cash Flow Items, Total",0.03,0.03,0.03,0.03,0.71
Cash from Investing Activities,0.01,0.02,0.01,0.02,0.71
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,0.09,0.06,-0.14,-0.06,-0.11
Foreign Exchange Effects,-0.01,0.00,-0.00,0.00,-0.00
Net Change in Cash,-0.34,-0.82,-1.79,-0.34,0.26
