Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,62.76,262.46,39.19,114.00,47.66
Short Term Investments,0.00,0,0,0,0
Cash and Short Term Investments,62.76,262.46,197.19,134.00,47.66
"Accounts Receivable - Trade, Net",32.15,39.48,15.22,10.11,20.27
"Total Receivables, Net",81.64,47.56,21.43,16.23,43.73
Prepaid Expenses,7.62,20.17,27.25,35.29,29.42
"Other Current Assets, Total",26.59,6.45,5.40,5.00,5.00
Total Current Assets,187.50,346.37,266.09,235.24,146.58
"Property/Plant/Equipment, Total - Gross",123.87,218.44,222.88,226.52,234.00
"Accumulated Depreciation, Total",-21.35,-36.80,-50.21,-71.05,-89.35
"Property/Plant/Equipment, Total - Net",102.53,181.64,172.66,155.47,144.66
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0.15,0.15,0,0
Long Term Investments,0.54,0,0.00,0,0
Total Assets,309.07,549.95,548.58,491.32,372.12
Accounts Payable,30.33,14.98,19.06,15.74,29.28
Accrued Expenses,24.88,31.46,29.44,20.39,23.50
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",59.13,57.58,28.03,46.08,26.45
Total Current Liabilities,114.36,104.13,76.68,82.68,79.64
Total Long Term Debt,68.72,288.19,290.59,277.86,58.93
Total Debt,68.73,288.30,290.74,278.32,59.33
Deferred Income Tax,0.00,1.47,3.27,3.31,10.55
"Other Liabilities, Total",1.34,1.71,3.94,4.19,4.36
Total Liabilities,184.64,396.81,374.66,367.98,153.65
"Common Stock, Total",89.67,95.07,106.51,106.51,106.51
Retained Earnings (Accumulated Deficit),53.00,52.69,62.54,11.69,106.95
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0.00,0,0,0,0
"Other Equity, Total",-18.23,5.37,4.87,5.13,5.00
Total Equity,124.44,153.13,173.92,123.34,218.46
Total Liabilities & Shareholders' Equity,309.07,549.95,548.58,491.32,372.12
Total Common Shares Outstanding,1212.27,1329.27,1399.27,1399.27,1399.27
"Tangible Book Value per Share, Common Eq",0.10,0.12,0.12,0.09,0.16
