Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,19.81,60.49,62.73,56.88,56.59
"Accounts Receivable - Trade, Net",6.72,6.49,1.23,0.97,0.54
"Total Receivables, Net",6.72,6.49,1.23,0.97,0.54
Prepaid Expenses,0.07,0.06,0.06,0.05,0.05
"Other Current Assets, Total",0.03,0.00,0.20,0,0
Total Current Assets,31.58,72.04,68.35,61.41,60.71
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",37.14,17.68,17.31,16.85,16.85
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,2.70,2.68,2.59,2.51,2.56
Total Assets,71.80,92.59,88.26,81.07,80.38
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0
"Other Current liabilities, Total",0.24,0.00,0.06,0.08,0.08
Total Current Liabilities,4.61,9.99,10.98,2.87,2.07
Total Long Term Debt,71.38,2.39,0.00,0.11,0.04
Total Debt,71.95,2.40,0.00,0.25,0.19
Deferred Income Tax,0.15,0.03,0.03,0.03,0.00
"Other Liabilities, Total",0.59,1.65,0.00,0.00,0
Total Liabilities,76.74,14.06,11.00,3.01,2.11
"Common Stock, Total",129.79,129.79,129.79,129.79,129.79
Retained Earnings (Accumulated Deficit),-141.84,-55.25,-56.52,-55.71,-55.50
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",3.13,0,0,0,0
Total Equity,-4.93,78.53,77.26,78.06,78.28
Total Liabilities & Shareholders' Equity,71.80,92.59,88.26,81.07,80.38
Total Common Shares Outstanding,93.90,96.32,93.92,93.92,93.92
"Tangible Book Value per Share, Common Eq",-0.05,0.82,0.82,0.83,0.83
