Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,13.76,11.68,10.74,7.06,4.69
Total Revenue,13.76,11.68,10.74,7.06,4.69
"Selling/General/Admin. Expenses, Total",0.92,0.81,0.75,0.71,0.52
Depreciation/Amortisation,0,0,0,0,1.03
Unusual Expense (Income),-0.00,-86.81,-0.00,0.00,0
"Other Operating Expenses, Total",5.19,5.18,3.98,1.71,0.45
Total Operating Expense,13.40,-74.83,9.16,6.08,4.44
Operating Income,0.36,86.51,1.58,0.98,0.25
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.36,86.51,1.58,0.98,0.25
Provision for Income Taxes,0.51,0.34,-0.08,0.10,0.04
Net Income After Taxes,-0.15,86.17,1.67,0.88,0.21
Net Income Before Extra. Items,-0.15,86.17,1.67,0.88,0.21
Net Income,-0.15,86.17,1.67,0.88,0.21
Income Available to Com Excl ExtraOrd,-0.15,86.17,1.67,0.88,0.21
Income Available to Com Incl ExtraOrd,-0.15,86.17,1.67,0.88,0.21
Diluted Net Income,-0.15,86.17,1.67,0.88,0.21
Diluted Weighted Average Shares,93.90,93.90,93.92,93.92,93.92
Diluted EPS Excluding ExtraOrd Items,-0.00,0.92,0.02,0.01,0.00
DPS - Common Stock Primary Issue,0.00,0.03,0,0,0
Diluted Normalised EPS,-0.00,0.32,0.02,0.01,0.00
