Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,0.64,0.19,0.61,2.24,0.33
Depreciation/Depletion,0.46,0.40,0.35,0.63,0.67
Non-Cash Items,0.72,1.93,1.56,-2.37,1.33
Cash Taxes Paid,-0.21,0.48,0.13,0.51,0.00
Changes in Working Capital,9.20,-7.66,-5.65,0.91,-0.20
Cash from Operating Activities,11.04,-5.14,-3.13,1.42,2.14
Capital Expenditures,-0.66,-0.19,-0.35,-0.30,-0.53
"Other Investing Cash Flow Items, Total",-0.52,0.01,0.01,0.08,0.00
Cash from Investing Activities,-1.19,-0.17,-0.34,-0.22,-0.53
Total Cash Dividends Paid,0.00,0.00,-0.53,-0.53,-0.53
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,0.00,0.00,-0.53,-0.89,-0.94
Foreign Exchange Effects,0.07,-0.68,0.28,0.17,-0.13
Net Change in Cash,9.92,-5.99,-3.72,0.48,0.53
