Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,33.16,31.65,29.00,30.20,30.15
Total Revenue,33.16,31.65,29.00,30.20,30.15
"Selling/General/Admin. Expenses, Total",9.34,8.50,8.50,8.19,9.16
Depreciation/Amortisation,0,0,0.14,0.50,0
Unusual Expense (Income),0,0.15,0.97,-0.82,0.03
"Other Operating Expenses, Total",-0.16,0.49,-1.14,-1.46,-0.97
Total Operating Expense,32.64,31.45,28.39,27.97,29.82
Operating Income,0.52,0.19,0.61,2.24,0.33
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.52,0.19,0.61,2.24,0.33
Provision for Income Taxes,0.27,0.13,0.41,0.04,0.03
Net Income After Taxes,0.25,0.07,0.20,2.20,0.30
Net Income Before Extra. Items,0.24,0.05,0.19,2.20,0.31
Net Income,0.24,0.05,0.19,2.20,0.31
Income Available to Com Excl ExtraOrd,0.24,0.05,0.19,2.20,0.31
Income Available to Com Incl ExtraOrd,0.24,0.05,0.19,2.20,0.31
Diluted Net Income,0.24,0.05,0.19,2.20,0.31
Diluted Weighted Average Shares,105.00,105.00,105.00,105.00,105.00
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,0.00,0.02,0.00
DPS - Common Stock Primary Issue,0,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.00,0.00,0.01,0.01,0.00
