Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,373.14,395.18,454.26,490.78,561.14
Total Revenue,373.14,395.18,454.26,490.78,561.14
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,-23.88,0.00
"Other Operating Expenses, Total",22.98,4.22,2.99,3.49,6.64
Total Operating Expense,113.41,93.23,121.96,79.61,114.52
Operating Income,259.73,301.95,332.30,411.17,446.62
"Interest Inc.(Exp.),Net-Non-Op., Total",-5.13,221.47,169.93,39.40,123.11
"Other, Net",-1.75,-2.08,-2.89,-4.09,-4.01
Net Income Before Taxes,252.85,521.35,499.34,446.48,565.72
Provision for Income Taxes,40.17,49.12,42.81,51.18,101.71
Net Income After Taxes,212.68,472.22,456.53,395.30,464.01
Net Income Before Extra. Items,211.99,471.75,456.01,394.24,462.73
Net Income,211.99,471.75,456.01,394.24,462.73
Income Available to Com Excl ExtraOrd,184.27,449.15,438.99,377.17,445.71
Income Available to Com Incl ExtraOrd,184.27,449.15,438.99,377.17,445.71
Diluted Net Income,184.27,449.15,438.99,377.17,445.71
Diluted Weighted Average Shares,2512.71,2783.89,3386.16,3701.86,3987.74
Diluted EPS Excluding ExtraOrd Items,0.07,0.16,0.13,0.10,0.11
DPS - Common Stock Primary Issue,0.07,0.07,0.07,0.08,0.08
Diluted Normalised EPS,0.07,0.16,0.13,0.10,0.11
