Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,212.68,472.22,456.53,395.30,464.01
Depreciation/Depletion,0,1.62,0,0,0
Non-Cash Items,57.93,-173.87,-107.72,2.65,-6.09
Cash Taxes Paid,12.23,23.26,12.59,28.69,21.60
Changes in Working Capital,-3.72,-33.47,5.29,-28.69,-11.28
Cash from Operating Activities,266.90,266.50,354.10,369.27,446.64
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",-359.31,-511.42,-1168.57,-515.81,-1270.40
Cash from Investing Activities,-359.31,-511.42,-1168.57,-515.81,-1270.40
Total Cash Dividends Paid,-175.00,-200.21,-180.39,-283.45,-318.33
"Issuance (Retirement) of Stock, Net",248.09,468.18,595.00,250.00,644.09
Cash from Financing Activities,91.37,255.10,817.88,191.62,950.03
Foreign Exchange Effects,0.28,-1.52,-1.31,2.64,2.83
Net Change in Cash,-0.76,8.66,2.10,47.71,129.10
