Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,43.09,48.57,63.25,55.11,43.08
Total Revenue,43.09,48.57,63.25,55.11,43.08
"Selling/General/Admin. Expenses, Total",18.97,20.35,20.78,21.89,21.14
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.50,0,0,0,0
"Other Operating Expenses, Total",7.88,3.47,0.75,-0.39,2.35
Total Operating Expense,42.86,42.79,40.66,38.77,40.54
Operating Income,0.23,5.78,22.59,16.34,2.54
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.23,5.78,22.59,16.34,2.54
Provision for Income Taxes,1.36,2.16,2.73,4.24,0.18
Net Income After Taxes,-1.12,3.61,19.86,12.11,2.36
Net Income Before Extra. Items,-2.57,1.96,17.99,9.39,0.80
Net Income,-2.57,1.96,17.99,9.39,0.80
Income Available to Com Excl ExtraOrd,-2.57,1.96,17.99,9.39,0.80
Income Available to Com Incl ExtraOrd,-2.57,1.96,17.99,9.39,0.80
Diluted Net Income,-2.57,1.96,17.99,9.39,0.80
Diluted Weighted Average Shares,197.23,375.97,375.97,375.97,375.97
Diluted EPS Excluding ExtraOrd Items,-0.01,0.01,0.05,0.02,0.00
DPS - Common Stock Primary Issue,0.00,0.00,0.01,0.01,0.00
Diluted Normalised EPS,-0.01,0.01,0.01,0.02,0.00
