Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.12,3.61,19.86,12.11,2.36
Depreciation/Depletion,0.98,0.94,0.89,1.02,1.18
Non-Cash Items,-12.38,-23.04,-36.19,-22.12,-24.20
Cash Taxes Paid,1.19,1.46,1.77,1.94,1.99
Changes in Working Capital,5.37,0.97,-82.34,1.65,44.01
Cash from Operating Activities,-6.70,-17.10,-97.46,-7.03,23.66
Capital Expenditures,-0.33,-0.38,-1.43,-0.34,-0.28
"Other Investing Cash Flow Items, Total",-5.70,11.80,42.73,15.93,11.98
Cash from Investing Activities,-6.03,11.43,41.30,15.59,11.69
Total Cash Dividends Paid,0.00,0.00,-1.13,-2.07,-2.93
"Issuance (Retirement) of Stock, Net",49.27,0,0,0,0
Cash from Financing Activities,12.56,6.86,69.58,-20.67,-20.54
Foreign Exchange Effects,0.25,0.16,0.24,0.58,-0.29
Net Change in Cash,0.07,1.34,13.66,-11.53,14.53
