Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,294.64,128.88,122.17,111.89,77.16
Total Revenue,294.64,128.88,122.17,111.89,77.16
"Selling/General/Admin. Expenses, Total",70.72,63.89,59.98,28.92,21.30
Depreciation/Amortisation,7.49,7.27,6.68,24.54,18.70
Unusual Expense (Income),0.09,0.40,13.21,29.81,18.17
"Other Operating Expenses, Total",10.67,8.64,12.02,13.25,7.91
Total Operating Expense,294.55,129.68,139.26,139.21,97.70
Operating Income,0.09,-0.81,-17.09,-27.32,-20.54
"Interest Inc.(Exp.),Net-Non-Op., Total",2.84,2.92,3.51,0.79,0.31
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.93,2.11,-13.58,-26.53,-20.23
Provision for Income Taxes,0.36,-0.02,0.00,0.00,0.00
Net Income After Taxes,2.57,2.13,-13.58,-26.53,-20.23
Net Income Before Extra. Items,2.57,2.13,-13.58,-26.53,-20.23
Net Income,2.57,2.13,-13.58,-26.53,-20.23
Income Available to Com Excl ExtraOrd,2.57,2.13,-13.58,-26.53,-20.23
Income Available to Com Incl ExtraOrd,2.57,2.13,-13.58,-26.53,-20.23
Diluted Net Income,2.57,2.13,-13.58,-26.53,-20.23
Diluted Weighted Average Shares,41.25,41.25,41.25,41.25,41.25
Diluted EPS Excluding ExtraOrd Items,0.06,0.05,-0.33,-0.64,-0.49
DPS - Common Stock Primary Issue,0.05,0.05,0.05,0.05,0
Diluted Normalised EPS,0.06,0.06,-0.01,0.08,-0.05
