Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.93,2.11,-13.58,-26.53,-20.23
Depreciation/Depletion,7.49,7.27,6.68,24.54,18.70
Non-Cash Items,-10.23,-2.43,12.24,26.11,17.06
Cash Taxes Paid,0.05,-0.02,0,0,0
Changes in Working Capital,-5.95,-1.78,1.49,-3.27,-4.12
Cash from Operating Activities,-5.76,5.17,6.83,20.85,11.41
Capital Expenditures,-8.95,-0.39,-0.44,-8.52,-8.57
"Other Investing Cash Flow Items, Total",8.13,0.32,-11.21,1.17,26.76
Cash from Investing Activities,-0.82,-0.07,-11.65,-7.35,18.19
Total Cash Dividends Paid,-2.06,-2.06,-2.06,-2.06,-2.06
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-2.06,-2.06,-2.06,-24.88,-19.75
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-8.64,3.04,-6.89,-11.39,9.84
