Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,766.15,1032.29,1185.96,1066.99,518.79
Depreciation/Depletion,52.88,56.91,55.77,57.43,87.04
Non-Cash Items,66.64,-117.22,-193.58,17.03,641.35
Cash Taxes Paid,134.41,167.87,153.38,190.41,226.32
Changes in Working Capital,209.67,-29.05,-537.01,226.37,-1251.69
Cash from Operating Activities,1096.98,944.56,514.10,1371.49,0.61
Capital Expenditures,-62.27,-63.43,-89.44,-41.67,-39.80
"Other Investing Cash Flow Items, Total",-659.43,-1665.35,-1920.36,-1703.64,-1636.09
Cash from Investing Activities,-721.70,-1728.79,-2009.79,-1745.31,-1675.89
Total Cash Dividends Paid,-249.40,-249.86,-250.44,-251.08,-105.32
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-56.22,1179.66,1539.55,1378.12,1600.31
Foreign Exchange Effects,41.63,12.11,-44.76,-46.71,54.68
Net Change in Cash,360.69,407.55,-0.91,957.59,-20.29
