Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-17.09,-13.49,-28.25,-32.14,-25.38
Depreciation/Depletion,2.29,2.23,2.10,2.00,1.58
Non-Cash Items,18.86,13.96,27.44,28.99,23.45
Cash Taxes Paid,0.02,-0.01,0.03,0.01,0.00
Changes in Working Capital,-2.15,0.32,0.68,1.32,1.53
Cash from Operating Activities,2.62,3.05,1.99,0.20,1.19
Capital Expenditures,-0.31,-0.07,-0.13,-0.02,-0.03
"Other Investing Cash Flow Items, Total",0.07,0.04,0.17,0.04,-0.13
Cash from Investing Activities,-0.24,-0.03,0.04,0.03,-0.16
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",-0.10,3.51,0.00,0,0
Cash from Financing Activities,-5.22,-1.62,-4.58,-1.41,-0.81
Foreign Exchange Effects,0.03,-0.04,0.10,-0.06,-0.03
Net Change in Cash,-2.82,1.36,-2.45,-1.24,0.19
