Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,Interim Report,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,4.69,6.05,3.60,2.36,2.56
"Accounts Receivable - Trade, Net",35.32,32.32,33.87,28.95,22.35
"Total Receivables, Net",41.96,46.65,34.93,30.18,23.39
Prepaid Expenses,1.90,0.11,0.08,0.04,0.12
"Other Current Assets, Total",0.00,0,0,0,0.00
Total Current Assets,59.30,77.70,66.91,45.72,28.30
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",25.49,23.32,21.34,20.87,0.14
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",13.55,13.53,13.51,7.21,0.83
Long Term Investments,15.68,15.57,0.05,0.04,0.00
Total Assets,146.49,130.13,101.81,73.83,29.27
Accounts Payable,4.22,3.45,3.12,5.67,2.56
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",28.35,24.95,26.75,27.82,31.58
Total Current Liabilities,53.84,52.28,54.85,66.62,49.96
Total Long Term Debt,16.26,11.68,8.90,1.47,0.00
Total Debt,37.53,35.55,33.89,34.61,15.82
Deferred Income Tax,1.50,1.27,1.05,0.89,0.00
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,71.60,65.23,64.80,68.97,49.91
"Common Stock, Total",97.84,102.61,102.61,102.60,102.60
Retained Earnings (Accumulated Deficit),-22.43,-37.17,-65.06,-97.22,-122.71
Treasury Stock - Common,-0.53,-0.53,-0.53,-0.53,-0.53
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,74.89,64.90,37.01,4.86,-20.63
Total Liabilities & Shareholders' Equity,146.49,130.13,101.81,73.83,29.27
Total Common Shares Outstanding,854.90,1090.76,1098.72,1098.72,1098.72
"Tangible Book Value per Share, Common Eq",0.07,0.05,0.02,-0.00,-0.02
