Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,46.36,38.66,30.15,23.69,17.19
Total Revenue,46.36,38.66,30.15,23.69,17.19
"Selling/General/Admin. Expenses, Total",15.02,19.51,12.98,13.80,8.10
Depreciation/Amortisation,2.98,2.25,2.12,2.02,0.16
Unusual Expense (Income),8.87,0.10,-0.00,-0.00,0.04
"Other Operating Expenses, Total",6.06,4.20,5.83,21.33,15.10
Total Operating Expense,59.59,49.31,39.48,52.41,35.61
Operating Income,-13.23,-10.65,-9.33,-28.72,-18.42
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.86,-2.84,-18.91,-3.42,-6.96
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-17.09,-13.49,-28.25,-32.14,-25.38
Provision for Income Taxes,-1.17,-0.25,-0.20,-0.15,0.08
Net Income After Taxes,-15.92,-13.24,-28.05,-31.99,-25.46
Net Income Before Extra. Items,-15.92,-13.24,-28.05,-31.98,-25.42
Net Income,-15.92,-13.24,-28.05,-31.98,-26.05
Income Available to Com Excl ExtraOrd,-15.92,-13.24,-28.05,-31.98,-25.42
Income Available to Com Incl ExtraOrd,-15.92,-13.24,-28.05,-31.98,-26.05
Diluted Net Income,-15.92,-13.24,-28.05,-31.98,-26.05
Diluted Weighted Average Shares,855.17,1098.72,1098.72,1098.72,1098.72
Diluted EPS Excluding ExtraOrd Items,-0.02,-0.01,-0.03,-0.03,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.01,-0.03,-0.03,-0.02
