Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,34.65,35.75,0.00,0.00,0.00
Total Revenue,34.65,35.75,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",5.58,3.28,0.75,0.82,1.59
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),7.13,-0.08,0,0,0
"Other Operating Expenses, Total",-0.13,0.07,0.02,0.08,1.90
Total Operating Expense,48.69,32.48,0.76,0.89,3.49
Operating Income,-14.03,3.27,-0.76,-0.89,-3.49
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-14.03,3.27,-0.76,-0.89,-3.49
Provision for Income Taxes,0.38,0.39,0.00,0.00,0.00
Net Income After Taxes,-14.41,2.88,-0.76,-0.89,-3.49
Net Income Before Extra. Items,-7.38,1.07,-2.42,-3.37,-3.90
Net Income,-7.38,1.07,0.77,1.87,-3.11
Income Available to Com Excl ExtraOrd,-7.38,1.07,-2.42,-3.37,-3.90
Income Available to Com Incl ExtraOrd,-7.38,1.07,0.77,1.87,-3.11
Diluted Net Income,-7.38,1.07,0.77,1.87,-3.11
Diluted Weighted Average Shares,390.39,390.39,390.39,390.39,390.39
Diluted EPS Excluding ExtraOrd Items,-0.02,0.00,-0.01,-0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,0.00,-0.01,-0.01,-0.01
