Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,7 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,47.51,92.04,144.55,177.85,194.31
Total Revenue,47.51,92.04,144.55,177.85,194.31
"Selling/General/Admin. Expenses, Total",0.81,1.64,2.01,2.46,2.71
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0.02,0.05,0.26,0.16,0.31
Total Operating Expense,-26.56,18.27,65.38,119.81,260.30
Operating Income,74.07,73.77,79.17,58.05,-65.98
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,74.07,73.77,79.17,58.05,-65.98
Provision for Income Taxes,22.39,15.81,14.65,10.48,-22.70
Net Income After Taxes,51.67,57.96,64.52,47.57,-43.28
Net Income Before Extra. Items,51.67,57.96,64.52,47.57,-43.28
Net Income,51.67,57.96,64.52,47.57,-43.28
Income Available to Com Excl ExtraOrd,51.67,57.96,64.52,47.57,-43.28
Income Available to Com Incl ExtraOrd,51.67,57.96,64.52,47.57,-43.28
Diluted Net Income,51.67,57.96,64.52,47.57,-43.28
Diluted Weighted Average Shares,686.66,802.75,1175.80,1399.47,1575.69
Diluted EPS Excluding ExtraOrd Items,0.08,0.07,0.05,0.03,-0.03
DPS - Common Stock Primary Issue,0.03,0.05,0.06,0.06,0.06
Diluted Normalised EPS,0.08,0.07,0.05,0.03,-0.03
