Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,71.48,52.79,30.15,45.34,65.97
Depreciation/Depletion,53.33,45.57,59.34,70.10,43.97
Non-Cash Items,38.83,31.90,35.92,36.42,-25.83
Cash Taxes Paid,17.04,21.33,22.39,11.63,7.53
Changes in Working Capital,46.49,-110.60,80.60,-119.21,-127.06
Cash from Operating Activities,210.81,20.34,206.70,32.64,-42.94
Capital Expenditures,-55.92,-78.21,-60.18,-71.94,-37.67
"Other Investing Cash Flow Items, Total",0.45,9.05,-23.44,9.00,14.53
Cash from Investing Activities,-55.47,-69.16,-83.62,-62.95,-23.14
Total Cash Dividends Paid,0,0.00,-1.57,0.00,0
"Issuance (Retirement) of Stock, Net",0,0,0,52.86,0.00
Cash from Financing Activities,-161.26,35.00,-44.12,1.99,-26.47
Foreign Exchange Effects,1.08,-2.97,-0.65,1.62,0.81
Net Change in Cash,-4.84,-16.79,78.31,-26.70,-91.74
