Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,57.62,56.30,105.18
Short Term Investments,0,0,0.00,4.73,45.85
Cash and Short Term Investments,99.05,130.22,94.23,139.06,151.03
"Accounts Receivable - Trade, Net",78.25,78.97,76.15,101.09,34.72
"Total Receivables, Net",80.70,80.25,80.75,103.85,40.33
Prepaid Expenses,0.26,0.27,0.22,0.16,0.37
"Other Current Assets, Total",16.18,11.94,2.22,10.82,12.17
Total Current Assets,252.54,279.76,297.35,372.93,321.84
"Property/Plant/Equipment, Total - Gross",54.01,54.51,54.75,57.15,61.07
"Accumulated Depreciation, Total",-22.86,-27.73,-29.36,-31.47,-34.04
"Property/Plant/Equipment, Total - Net",31.15,26.78,25.39,25.67,27.03
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.33,0.34,0.32,0.35,0.35
Long Term Investments,244.48,192.56,198.43,194.50,129.79
Total Assets,555.29,576.97,599.38,679.67,577.04
Accounts Payable,109.46,131.94,67.25,82.02,46.35
Accrued Expenses,8.14,7.59,9.23,10.70,7.22
Notes Payable/Short Term Debt,0.37,0.30,0.00,0.00,0.00
"Other Current liabilities, Total",33.44,40.91,42.58,71.32,67.22
Total Current Liabilities,153.94,204.41,170.06,173.51,125.15
Total Long Term Debt,158.35,105.01,148.25,203.26,164.19
Total Debt,161.26,128.98,199.24,212.73,168.56
Deferred Income Tax,0.84,0.66,0.55,0.39,0.10
"Other Liabilities, Total",28.66,29.50,23.87,25.89,17.18
Total Liabilities,343.07,356.03,361.53,422.52,320.22
"Common Stock, Total",86.60,86.58,86.57,86.57,86.57
Retained Earnings (Accumulated Deficit),145.75,158.50,152.30,172.20,173.09
Treasury Stock - Common,-1.59,-1.27,-1.03,-1.62,-2.85
Unrealised Gain (Loss),0,0.28,0,0,0
"Other Equity, Total",-18.53,-23.15,0,0,0
Total Equity,212.23,220.94,237.85,257.15,256.81
Total Liabilities & Shareholders' Equity,555.29,576.97,599.38,679.67,577.04
Total Common Shares Outstanding,380.69,381.54,385.03,385.03,385.03
"Tangible Book Value per Share, Common Eq",0.56,0.58,0.62,0.67,0.67
