Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,426.12,369.02,262.33,240.25,322.69
Total Revenue,426.12,369.02,262.33,240.25,322.69
"Selling/General/Admin. Expenses, Total",31.57,27.08,30.44,30.50,25.48
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.18,-4.77,-0.16,-0.11,-1.08
"Other Operating Expenses, Total",-1.44,-2.64,-2.08,-2.77,-5.25
Total Operating Expense,390.02,345.24,231.08,219.71,324.31
Operating Income,36.10,23.79,31.25,20.54,-1.62
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,1.16,8.19,-1.23
"Other, Net",0,0,0,-0.05,-0.07
Net Income Before Taxes,36.10,23.79,32.41,28.68,-2.93
Provision for Income Taxes,6.65,4.42,5.49,1.15,3.18
Net Income After Taxes,29.45,19.37,26.92,27.53,-6.11
Net Income Before Extra. Items,29.52,18.70,24.64,23.29,-2.11
Net Income,29.52,18.70,24.64,23.29,-2.11
Income Available to Com Excl ExtraOrd,29.52,18.70,24.64,23.29,-2.11
Income Available to Com Incl ExtraOrd,29.52,18.70,24.64,23.29,-2.11
Diluted Net Income,29.52,18.70,24.64,23.29,-2.11
Diluted Weighted Average Shares,382.98,381.32,382.08,381.21,379.59
Diluted EPS Excluding ExtraOrd Items,0.08,0.05,0.06,0.06,-0.01
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.01
Diluted Normalised EPS,0.08,0.04,0.06,0.06,-0.01
