Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,29.45,19.37,26.92,27.53,-6.11
Depreciation/Depletion,5.76,5.27,3.80,3.06,3.96
Non-Cash Items,-1.14,6.54,-2.17,-20.92,21.12
Cash Taxes Paid,4.57,3.48,4.75,5.21,1.64
Changes in Working Capital,11.07,23.90,-96.20,19.44,0.59
Cash from Operating Activities,45.20,55.12,-67.62,29.15,19.59
Capital Expenditures,-2.09,-0.99,-3.14,-3.71,-1.43
"Other Investing Cash Flow Items, Total",-23.08,-11.10,-25.84,19.80,76.55
Cash from Investing Activities,-25.17,-12.09,-28.98,16.09,75.12
Total Cash Dividends Paid,-7.65,-5.90,-5.73,-6.88,-6.85
"Issuance (Retirement) of Stock, Net",-1.50,0.25,0.21,-0.61,-1.23
Cash from Financing Activities,36.90,-11.06,59.48,-4.65,-77.97
Foreign Exchange Effects,-1.68,-0.79,0.55,-0.48,-0.05
Net Change in Cash,55.25,31.18,-36.58,40.10,16.69
