Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,111.03,96.22,96.83,97.85,100.48
Total Revenue,111.03,96.22,96.83,97.85,100.48
"Selling/General/Admin. Expenses, Total",43.49,40.45,43.14,43.87,42.03
Depreciation/Amortisation,11.15,10.90,12.39,13.83,15.93
Unusual Expense (Income),-0.00,-1.12,2.30,-31.29,1.86
"Other Operating Expenses, Total",54.69,51.01,48.91,44.81,43.60
Total Operating Expense,101.63,91.30,37.88,52.94,89.56
Operating Income,9.40,4.92,58.96,44.92,10.92
"Interest Inc.(Exp.),Net-Non-Op., Total",18.27,-1.20,-16.54,-16.86,-17.01
"Other, Net",0,0,0,0,-1.28
Net Income Before Taxes,27.67,3.72,42.42,28.06,-7.37
Provision for Income Taxes,7.98,3.49,19.78,-13.05,6.97
Net Income After Taxes,19.69,0.24,22.64,41.11,-14.34
Net Income Before Extra. Items,15.82,-1.85,10.67,40.21,-16.43
Net Income,15.82,-1.85,10.67,40.21,-16.43
Income Available to Com Excl ExtraOrd,15.82,-1.85,10.67,40.21,-16.43
Income Available to Com Incl ExtraOrd,15.82,-1.85,10.67,40.21,-16.43
Diluted Net Income,15.82,-1.85,10.67,40.21,-16.43
Diluted Weighted Average Shares,1076.67,1068.21,1181.95,1378.66,1378.66
Diluted EPS Excluding ExtraOrd Items,0.01,-0.00,0.01,0.03,-0.01
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,0.01,-0.00,0.01,0.02,-0.01
