Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,27.67,-27.08,42.42,28.06,-7.37
Depreciation/Depletion,10.13,10.26,11.82,13.37,15.46
Non-Cash Items,-19.88,26.52,-46.93,-23.76,11.83
Cash Taxes Paid,1.53,0.70,1.83,1.32,1.36
Changes in Working Capital,-18.13,-15.85,-18.59,-1.68,-11.55
Cash from Operating Activities,0.82,-5.52,-10.71,16.44,8.85
Capital Expenditures,-56.77,-77.99,-23.74,-49.37,-19.57
"Other Investing Cash Flow Items, Total",64.34,21.59,8.60,11.03,66.86
Cash from Investing Activities,7.57,-56.40,-15.13,-38.34,47.30
Total Cash Dividends Paid,-9.74,0.00,0,0,0
"Issuance (Retirement) of Stock, Net",-6.95,0.00,72.55,0.00,0
Cash from Financing Activities,-40.78,39.66,30.38,17.17,-56.55
Foreign Exchange Effects,-9.66,-1.44,-0.97,-6.23,0.85
Net Change in Cash,-42.07,-23.70,3.56,-10.96,0.45
