Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,29.97,29.52,23.95,25.53,25.31
Total Revenue,29.97,29.52,23.95,25.53,25.31
"Selling/General/Admin. Expenses, Total",17.14,14.67,13.35,13.46,12.89
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.04,-0.05,0.00,-1.73,0.07
"Other Operating Expenses, Total",-0.58,-0.77,-0.73,-0.32,-0.76
Total Operating Expense,30.56,27.72,24.14,23.67,23.81
Operating Income,-0.59,1.80,-0.18,1.86,1.50
"Interest Inc.(Exp.),Net-Non-Op., Total",1.93,2.76,4.59,3.80,4.07
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.34,4.56,4.40,5.66,5.57
Provision for Income Taxes,0.39,0.36,0.64,0.61,0.80
Net Income After Taxes,0.95,4.19,3.77,5.05,4.76
Net Income Before Extra. Items,0.91,4.16,3.81,5.05,4.76
Net Income,-0.31,4.16,3.81,5.05,4.76
Income Available to Com Excl ExtraOrd,0.91,4.16,3.81,5.05,4.76
Income Available to Com Incl ExtraOrd,-0.31,4.16,3.81,5.05,4.76
Diluted Net Income,-0.31,4.16,3.81,5.05,4.76
Diluted Weighted Average Shares,252.63,252.63,252.63,252.63,252.63
Diluted EPS Excluding ExtraOrd Items,0.00,0.02,0.02,0.02,0.02
DPS - Common Stock Primary Issue,0.00,0.00,0.01,0.01,0.01
Diluted Normalised EPS,0.00,0.02,0.02,0.01,0.02
