Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-0.37,-0.04,-3.78,0.13,0.43
Depreciation/Depletion,0.04,0.05,0.08,0.00,0.01
Non-Cash Items,0.10,0.60,5.44,0.10,-0.27
Cash Taxes Paid,0.08,0.02,0.46,0.83,0.08
Changes in Working Capital,0.80,-1.20,1.52,-2.63,-0.95
Cash from Operating Activities,0.56,-0.59,3.25,-2.40,-0.78
Capital Expenditures,-0.05,-0.14,-0.22,0.00,0
"Other Investing Cash Flow Items, Total",0.03,-0.41,-1.08,1.43,-3.36
Cash from Investing Activities,-0.02,-0.55,-1.30,1.43,-3.36
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,1.92,0.00,0,0.06
Cash from Financing Activities,0.68,1.92,0.00,0.34,0.04
Foreign Exchange Effects,-0.02,0.02,-0.04,0.03,0.08
Net Change in Cash,1.20,0.80,1.91,-0.61,-4.02
