Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,12.10,1.91,4.85,1.42,1.15
Total Revenue,12.10,1.91,4.85,1.42,1.15
"Selling/General/Admin. Expenses, Total",2.21,1.61,3.09,1.35,1.03
Depreciation/Amortisation,0.04,0,0,0,0
Unusual Expense (Income),0.00,0,0,0,0
"Other Operating Expenses, Total",1.24,-0.01,0.00,0,-0.03
Total Operating Expense,12.39,1.60,3.09,1.35,1.00
Operating Income,-0.29,0.31,1.75,0.07,0.16
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.01,0.01,0.25,0.06,0.27
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.30,0.33,2.01,0.13,0.43
Provision for Income Taxes,0.08,0.29,0.75,0.29,0.28
Net Income After Taxes,-0.37,0.04,1.25,-0.16,0.15
Net Income Before Extra. Items,-0.37,0.04,1.25,-0.16,0.15
Net Income,-0.37,-0.04,-3.78,-1.23,0.15
Income Available to Com Excl ExtraOrd,-0.37,0.04,1.25,-0.16,0.15
Income Available to Com Incl ExtraOrd,-0.37,-0.04,-3.78,-1.23,0.15
Diluted Net Income,-0.37,-0.04,-3.78,-1.23,0.15
Diluted Weighted Average Shares,137.34,169.01,178.34,178.34,209.34
Diluted EPS Excluding ExtraOrd Items,-0.00,0.00,0.01,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,0.00,0.01,-0.00,0.00
