Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,10.84,4.09,4.02,9.63,2.67
Total Revenue,10.84,4.09,4.02,9.63,2.67
"Selling/General/Admin. Expenses, Total",3.32,3.82,3.01,2.62,4.12
Depreciation/Amortisation,1.33,0,0,0.85,0
Unusual Expense (Income),0.88,0,0,0.00,0
"Other Operating Expenses, Total",0.45,8.19,2.25,0.75,0.68
Total Operating Expense,12.74,14.78,7.40,6.69,6.77
Operating Income,-1.90,-10.69,-3.38,2.94,-4.11
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.60,-0.17,-0.65,-1.13,-1.77
"Other, Net",0,-0.03,-0.15,0,0
Net Income Before Taxes,-2.50,-10.89,-4.19,1.81,-5.88
Provision for Income Taxes,0.96,1.90,-0.08,-0.02,0.00
Net Income After Taxes,-3.46,-12.78,-4.11,1.83,-5.88
Net Income Before Extra. Items,-3.46,-12.78,-4.11,1.83,-5.88
Net Income,-3.46,-12.78,-4.11,1.83,-5.88
Income Available to Com Excl ExtraOrd,-3.46,-12.78,-4.11,1.83,-5.88
Income Available to Com Incl ExtraOrd,-3.46,-12.78,-4.11,1.83,-5.88
Diluted Net Income,-3.46,-12.78,-4.11,1.83,-5.88
Diluted Weighted Average Shares,1500.73,1743.74,1804.69,1870.44,1963.44
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.01,-0.00,0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.01,-0.00,0.00,-0.00
