Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-2.50,-10.89,-4.19,1.81,-5.88
Depreciation/Depletion,0.36,0.34,0.32,0.40,0.40
Non-Cash Items,1.42,6.37,1.90,1.48,3.33
Cash Taxes Paid,0.02,-0.01,-0.00,0.00,0
Changes in Working Capital,-3.40,-0.50,0.68,-5.07,-1.15
Cash from Operating Activities,-3.16,-3.46,-0.92,-0.92,-2.80
Capital Expenditures,-2.91,-3.53,-2.78,-2.47,-1.80
"Other Investing Cash Flow Items, Total",0.27,1.17,1.06,1.27,0.67
Cash from Investing Activities,-2.64,-2.37,-1.73,-1.21,-1.13
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",8.87,2.05,1.90,0.00,4.57
Cash from Financing Activities,5.58,5.82,2.57,2.06,4.14
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-0.21,0.00,-0.08,-0.08,0.22
