Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,83.27,198.16,116.28,122.21,152.60
Short Term Investments,195.41,0,142.65,2.63,4.81
Cash and Short Term Investments,278.68,198.16,258.92,124.84,157.41
"Accounts Receivable - Trade, Net",6.92,8.62,11.12,13.27,15.53
"Total Receivables, Net",10.66,8.62,15.06,16.16,15.95
Prepaid Expenses,0.60,0.33,0.34,0.26,1.07
"Other Current Assets, Total",0.25,1.20,0.21,1.05,1.00
Total Current Assets,290.19,208.31,274.53,142.32,175.43
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0.19,0.15,0.11,0.08,0.07
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",22.51,10.71,2.55,0.00,0
Long Term Investments,7204.42,7380.93,7505.93,7306.97,7588.85
Total Assets,7535.33,7604.29,7784.45,7449.36,7764.37
Accounts Payable,24.39,0,25.94,25.67,23.62
Accrued Expenses,15.05,0,21.45,20.83,19.18
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",20.43,11.38,26.83,13.27,27.62
Total Current Liabilities,59.87,492.87,134.16,159.69,223.18
Total Long Term Debt,2481.75,2097.14,2225.76,2021.54,2222.39
Total Debt,2481.75,2522.18,2285.70,2121.46,2375.14
Deferred Income Tax,34.81,44.03,50.04,51.43,52.95
"Other Liabilities, Total",60.34,55.00,38.90,52.92,45.72
Total Liabilities,2638.91,2691.16,2877.47,2714.81,2963.96
"Common Stock, Total",3456.56,0,3557.77,3524.98,3570.52
Retained Earnings (Accumulated Deficit),1462.96,0,1251.77,1194.46,1036.35
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-23.10,4913.13,97.45,15.11,193.54
Total Equity,4896.42,4913.13,4906.99,4734.55,4800.41
Total Liabilities & Shareholders' Equity,7535.33,7604.29,7784.45,7449.36,7764.37
Total Common Shares Outstanding,3291.62,3370.73,3393.40,3366.80,3407.83
"Tangible Book Value per Share, Common Eq",1.48,1.45,1.45,1.41,1.41
