Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,10.95,8.23,12.43,32.53,16.83
Total Revenue,10.95,8.23,12.43,32.53,16.83
"Selling/General/Admin. Expenses, Total",1.73,1.70,1.89,2.11,2.13
Depreciation/Amortisation,1.33,5.46,0.95,0.75,0.85
Unusual Expense (Income),0.00,-19.65,0,0,0.22
"Other Operating Expenses, Total",5.06,1.27,0.57,4.42,2.70
Total Operating Expense,15.05,-6.17,11.29,32.16,16.03
Operating Income,-4.10,14.40,1.14,0.38,0.79
"Interest Inc.(Exp.),Net-Non-Op., Total",0.00,-0.01,0,0,-0.10
"Other, Net",1.64,1.30,0.00,-1.34,-0.01
Net Income Before Taxes,-2.51,15.68,1.14,-0.96,0.68
Provision for Income Taxes,-0.27,0.14,0.09,0.14,0.14
Net Income After Taxes,-2.24,15.55,1.04,-1.11,0.54
Net Income Before Extra. Items,-2.24,15.55,1.04,-1.11,0.54
Net Income,-2.24,15.55,1.04,-1.11,0.54
Income Available to Com Excl ExtraOrd,-2.24,15.55,1.04,-1.11,0.54
Income Available to Com Incl ExtraOrd,-2.24,15.55,1.04,-1.11,0.54
Diluted Net Income,-2.24,15.55,1.04,-1.11,0.54
Diluted Weighted Average Shares,81.11,81.10,81.11,81.11,81.11
Diluted EPS Excluding ExtraOrd Items,-0.03,0.19,0.01,-0.01,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.00
Diluted Normalised EPS,-0.03,0.03,0.01,-0.01,0.01
