Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-158.31,-41.69,-26.90,-28.29,-194.30
Depreciation/Depletion,5.23,11.32,10.10,11.87,10.21
Non-Cash Items,142.88,45.20,54.89,30.53,191.47
Cash Taxes Paid,2.91,0.43,7.99,0.13,4.34
Changes in Working Capital,-11.27,-15.38,-38.70,-26.38,-8.91
Cash from Operating Activities,-16.65,9.10,9.03,-0.22,1.58
Capital Expenditures,-5.74,-8.80,-156.78,-14.75,-16.09
"Other Investing Cash Flow Items, Total",-4.08,-0.17,0.00,61.52,9.84
Cash from Investing Activities,-9.83,-8.97,-156.78,46.78,-6.25
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",26.99,0.00,0,0,0
Cash from Financing Activities,30.61,-11.08,141.97,-46.68,4.41
Foreign Exchange Effects,-0.00,-0.01,5.42,-0.03,-0.00
Net Change in Cash,4.12,-10.96,-0.36,-0.15,-0.27
