Fiscal Year,2015,2017,2018,2019,2020
Period Ended,30 Sep 2015,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Net Income/Starting Line,34.97,129.57,219.18,245.64,530.48
Depreciation/Depletion,0,0,0,0.00,0.04
Non-Cash Items,40.76,21.05,-75.19,-76.55,-268.73
Cash Taxes Paid,5.45,6.90,11.65,14.30,18.35
Changes in Working Capital,-6.85,4.13,-17.09,-27.08,-46.93
Cash from Operating Activities,68.88,154.75,126.90,142.01,214.86
Capital Expenditures,0,-1.74,0,0.00,-0.05
"Other Investing Cash Flow Items, Total",-1642.90,-1612.29,-502.23,-270.11,-453.18
Cash from Investing Activities,-1642.90,-1614.03,-502.23,-270.11,-453.23
Total Cash Dividends Paid,-36.82,-105.18,-94.16,-112.94,-153.03
"Issuance (Retirement) of Stock, Net",1286.25,1086.19,480.96,247.35,0.00
Cash from Financing Activities,1644.23,1518.49,422.42,147.47,290.25
Foreign Exchange Effects,0,-1.76,3.67,1.11,1.02
Net Change in Cash,70.21,57.46,50.77,20.48,52.90
