Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,6683.74,6521.06,6697.93,7868.28,7158.29
Total Revenue,6683.74,6521.06,6697.93,7868.28,7158.29
"Selling/General/Admin. Expenses, Total",658.57,643.53,710.05,847.59,820.41
Depreciation/Amortisation,21.72,15.07,11.76,31.53,45.16
Unusual Expense (Income),-12.27,1.73,7.66,5.18,4.04
"Other Operating Expenses, Total",153.90,111.33,113.47,102.36,101.06
Total Operating Expense,6200.39,5979.94,6135.33,7219.47,6601.47
Operating Income,483.35,541.12,562.60,648.81,556.82
"Interest Inc.(Exp.),Net-Non-Op., Total",53.33,30.75,15.50,4.34,-36.84
"Other, Net",53.05,39.70,40.64,33.07,14.41
Net Income Before Taxes,590.63,611.81,620.75,695.24,534.40
Provision for Income Taxes,97.77,85.72,104.33,102.57,8.78
Net Income After Taxes,492.86,526.09,516.42,592.67,525.62
Net Income Before Extra. Items,484.51,502.63,494.24,577.95,521.84
Net Income,484.51,502.63,494.24,577.95,521.84
Income Available to Com Excl ExtraOrd,484.51,502.63,494.24,577.95,521.84
Income Available to Com Incl ExtraOrd,484.51,502.63,494.24,577.95,521.84
Diluted Net Income,484.51,502.50,494.26,577.95,521.84
Diluted Weighted Average Shares,3105.65,3130.84,3136.18,3137.53,3136.05
Diluted EPS Excluding ExtraOrd Items,0.16,0.16,0.16,0.18,0.17
DPS - Common Stock Primary Issue,0.15,0.15,0.15,0.15,0.15
Diluted Normalised EPS,0.15,0.16,0.16,0.18,0.17
