Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,590.63,611.81,620.75,695.24,534.40
Depreciation/Depletion,195.68,183.62,194.71,275.63,297.62
Non-Cash Items,-18.91,-2.23,17.28,46.67,93.87
Cash Taxes Paid,76.72,91.67,99.16,90.47,78.01
Changes in Working Capital,-60.24,-62.88,-242.58,-520.20,525.91
Cash from Operating Activities,758.81,763.66,639.49,589.96,1532.82
Capital Expenditures,-327.75,-345.83,-451.51,-394.56,-287.13
"Other Investing Cash Flow Items, Total",60.52,99.97,386.34,-878.27,-8.03
Cash from Investing Activities,-267.23,-245.86,-65.17,-1272.83,-295.17
Total Cash Dividends Paid,-465.93,-467.64,-468.00,-468.16,-468.04
"Issuance (Retirement) of Stock, Net",6.26,9.17,-4.35,-43.77,-29.15
Cash from Financing Activities,-535.24,-389.51,-1161.41,720.24,-958.76
Foreign Exchange Effects,3.18,-34.31,3.87,0.32,-1.51
Net Change in Cash,-40.49,93.98,-583.21,37.70,277.38
