Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-2.08,-2.23,-3.22,-6.04,-3.31
Depreciation/Depletion,0.22,0.24,0.39,0.55,0.15
Non-Cash Items,-2.16,-0.28,0.02,2.74,1.30
Cash Taxes Paid,0.01,0,0,0,0
Changes in Working Capital,0.72,-1.37,-1.49,1.15,0.39
Cash from Operating Activities,-3.30,-3.64,-4.30,-1.61,-1.48
Capital Expenditures,-2.01,-1.08,-1.13,-0.64,-0.56
"Other Investing Cash Flow Items, Total",3.53,0.00,-0.01,-0.00,0.00
Cash from Investing Activities,1.52,-1.08,-1.14,-0.64,-0.56
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.21,0,-0.00,-0.14,-0.15
Foreign Exchange Effects,-0.01,0.00,0.00,0,0
Net Change in Cash,-2.00,-4.72,-5.44,-2.38,-2.18
