Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.18,0.54,0.05,0.11,0.20
Total Revenue,0.18,0.54,0.05,0.11,0.20
"Selling/General/Admin. Expenses, Total",2.01,2.20,2.56,2.18,3.45
Depreciation/Amortisation,0.04,0.24,0.39,0.55,0.15
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0.02,0.01,0.10,3.30,-0.25
Total Operating Expense,2.24,2.77,3.27,6.14,3.49
Operating Income,-2.07,-2.23,-3.22,-6.03,-3.29
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.00,0,-0.01,-0.02
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-2.07,-2.23,-3.22,-6.04,-3.31
Provision for Income Taxes,0.01,0,0,0.00,0.00
Net Income After Taxes,-2.08,-2.23,-3.22,-6.04,-3.31
Net Income Before Extra. Items,-1.65,-1.66,-2.77,-6.00,-3.31
Net Income,-4.13,-1.66,-2.77,-6.00,-3.31
Income Available to Com Excl ExtraOrd,-1.65,-1.66,-2.77,-6.00,-3.31
Income Available to Com Incl ExtraOrd,-4.13,-1.66,-2.77,-6.00,-3.31
Diluted Net Income,-4.13,-1.66,-2.77,-6.00,-3.31
Diluted Weighted Average Shares,2510.92,2510.92,2510.92,2510.92,2510.92
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
