Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15764.00,17336.70,18991.80,18591.10,13234.20
Total Revenue,15764.00,17336.70,18991.80,18591.10,13234.20
"Selling/General/Admin. Expenses, Total",1623.80,1884.40,1944.80,1944.60,1999.00
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,-8.20
"Other Operating Expenses, Total",-160.00,-368.10,239.40,-316.20,-692.80
Total Operating Expense,14264.30,15442.70,17267.70,16394.70,11717.00
Operating Income,1499.70,1894.00,1724.10,2196.40,1517.20
"Interest Inc.(Exp.),Net-Non-Op., Total",406.50,575.50,520.30,471.80,31.60
"Other, Net",-65.70,-73.00,-72.80,-119.20,-68.40
Net Income Before Taxes,1840.50,2396.50,2171.60,2549.00,1480.40
Provision for Income Taxes,343.00,487.40,595.10,573.50,234.80
Net Income After Taxes,1497.50,1909.10,1576.50,1975.50,1245.60
Net Income Before Extra. Items,701.70,938.80,417.60,881.40,540.30
Net Income,701.70,938.80,417.60,881.40,540.30
Income Available to Com Excl ExtraOrd,701.70,938.80,417.60,881.40,540.30
Income Available to Com Incl ExtraOrd,701.70,938.80,417.60,881.40,540.30
Diluted Net Income,701.70,938.80,417.60,881.40,540.30
Diluted Weighted Average Shares,395.20,395.20,395.20,395.20,395.20
Diluted EPS Excluding ExtraOrd Items,1.78,2.38,1.06,2.23,1.37
DPS - Common Stock Primary Issue,0.71,0.86,0.87,0.88,0.43
Diluted Normalised EPS,1.94,2.53,1.16,2.36,0.67
