Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1840.50,2396.50,2171.60,2549.00,1480.40
Depreciation/Depletion,509.80,533.20,709.20,949.90,979.40
Non-Cash Items,-169.20,-338.60,335.50,-110.70,-2.60
Cash Taxes Paid,414.00,458.00,574.00,780.00,361.70
Changes in Working Capital,-878.90,-1036.80,-672.40,-1812.50,170.50
Cash from Operating Activities,1399.70,1654.90,2613.90,1712.30,2754.40
Capital Expenditures,-629.50,-897.60,-1061.90,-1076.80,-458.80
"Other Investing Cash Flow Items, Total",-197.70,-1411.80,-1778.70,-571.80,1044.10
Cash from Investing Activities,-827.20,-2309.40,-2840.60,-1648.60,585.30
Total Cash Dividends Paid,-270.10,-294.20,-339.40,-347.30,-311.20
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-290.20,823.30,-411.10,-161.80,-1759.50
Foreign Exchange Effects,10.40,5.30,-120.50,60.00,74.00
Net Change in Cash,292.70,174.10,-758.30,-38.10,1654.20
