Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,0,0,PROSPECTUS,ARS,ARS
Net Income/Starting Line,0,0,35.71,40.97,25.24
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,0,0,25.31,-5.14,60.97
Cash Taxes Paid,0,0,0,0,0.04
Changes in Working Capital,0,0,-1.07,8.59,3.64
Cash from Operating Activities,0,0,65.25,44.42,89.85
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",0,0,-1239.38,-1222.87,-175.92
Cash from Investing Activities,0,0,-1239.38,-1222.87,-175.92
Total Cash Dividends Paid,0,0,-25.16,-0.01,-65.02
"Issuance (Retirement) of Stock, Net",0,0,813.13,813.13,120.00
Cash from Financing Activities,0,0,1215.69,1216.29,85.58
Foreign Exchange Effects,0,0,0,0.02,0.07
Net Change in Cash,0,0,41.56,37.86,-0.42
