Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,7907.05,9026.00,11689.00,6735.00,5447.00
Total Revenue,7907.05,9026.00,11689.00,6735.00,5447.00
"Selling/General/Admin. Expenses, Total",360.83,420.00,408.00,356.00,344.00
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),68.50,-26.00,-47.00,113.00,129.00
"Other Operating Expenses, Total",-79.22,-52.00,-106.00,-189.00,-158.00
Total Operating Expense,7369.61,8108.00,11027.00,6033.00,5012.00
Operating Income,537.44,918.00,662.00,702.00,435.00
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-287.00,-223.00,-246.00,-214.00
"Other, Net",0,-20.00,-19.00,-8.00,-10.00
Net Income Before Taxes,537.44,611.00,420.00,448.00,211.00
Provision for Income Taxes,100.28,118.00,88.00,115.00,32.00
Net Income After Taxes,437.15,493.00,332.00,333.00,179.00
Net Income Before Extra. Items,394.89,383.00,347.00,305.00,157.00
Net Income,394.89,383.00,347.00,247.00,-997.00
Income Available to Com Excl ExtraOrd,355.88,340.00,304.00,269.00,140.00
Income Available to Com Incl ExtraOrd,355.88,340.00,304.00,211.00,-1014.00
Diluted Net Income,355.88,340.00,304.00,211.00,-1014.00
Diluted Weighted Average Shares,1802.20,1802.00,1796.00,1786.00,1785.00
Diluted EPS Excluding ExtraOrd Items,0.20,0.19,0.17,0.15,0.08
DPS - Common Stock Primary Issue,0.08,0.05,0.04,0.05,0.04
Diluted Normalised EPS,0.23,0.19,0.16,0.20,0.14
