Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,437.15,493.00,332.00,217.00,179.00
Depreciation/Depletion,453.71,571.00,595.00,682.00,579.00
Non-Cash Items,434.03,448.00,323.00,556.00,-681.00
Cash Taxes Paid,85.81,70.00,122.00,99.00,103.00
Changes in Working Capital,-452.82,-861.00,-511.00,-478.00,414.00
Cash from Operating Activities,872.07,651.00,739.00,977.00,491.00
Capital Expenditures,-835.98,-747.00,-1127.00,-934.00,-333.00
"Other Investing Cash Flow Items, Total",35.35,655.00,-90.00,483.00,-948.00
Cash from Investing Activities,-800.63,-92.00,-1217.00,-451.00,-1281.00
Total Cash Dividends Paid,-178.72,-125.00,-71.00,-71.00,-54.00
"Issuance (Retirement) of Stock, Net",-9.63,-10.00,-17.00,-4.00,-16.00
Cash from Financing Activities,213.77,276.00,-256.00,-692.00,55.00
Foreign Exchange Effects,-34.97,-8.00,-25.00,-17.00,4.00
Net Change in Cash,250.25,827.00,-759.00,-183.00,-731.00
