Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,13.30,17.39,17.35,22.35,13.86
"Accounts Receivable - Trade, Net",22.49,30.19,31.05,35.95,35.54
"Total Receivables, Net",22.49,30.19,31.05,35.95,35.54
Prepaid Expenses,4.19,0,0,0,0
"Other Current Assets, Total",8.70,22.26,7.84,22.92,30.61
Total Current Assets,68.67,78.31,69.22,93.35,90.74
"Property/Plant/Equipment, Total - Gross",322.75,0,0,0,0
"Accumulated Depreciation, Total",-70.77,0,0,0,0
"Property/Plant/Equipment, Total - Net",251.98,241.79,225.52,216.99,200.49
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,2.40,2.38,2.35,0.00,0
Total Assets,392.19,391.27,357.33,358.50,334.44
Accounts Payable,46.97,43.96,58.13,78.79,59.56
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,23.61,0.00,30.48,33.97,23.06
"Other Current liabilities, Total",5.06,53.21,0.66,3.53,3.90
Total Current Liabilities,94.88,97.41,132.34,147.76,110.45
Total Long Term Debt,241.39,0.24,198.02,193.63,201.81
Total Debt,284.25,0.49,271.56,259.08,248.80
Deferred Income Tax,1.18,1.56,0.38,1.90,2.35
"Other Liabilities, Total",11.13,243.47,4.45,5.35,6.14
Total Liabilities,348.58,342.70,335.19,348.64,320.74
"Common Stock, Total",93.86,93.86,93.86,93.86,93.86
Retained Earnings (Accumulated Deficit),-10.86,-5.63,-29.56,-42.27,-38.47
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-39.40,-39.67,-42.16,-41.74,-41.70
Total Equity,43.61,48.57,22.14,9.86,13.69
Total Liabilities & Shareholders' Equity,392.19,391.27,357.33,358.50,334.44
Total Common Shares Outstanding,287.01,287.01,287.01,287.01,287.01
"Tangible Book Value per Share, Common Eq",0.15,0.17,0.08,0.03,0.05
