Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-5.91,10.98,-27.07,-1.03,7.55
Depreciation/Depletion,14.38,14.56,14.37,15.74,15.05
Non-Cash Items,15.27,10.18,37.68,16.12,12.52
Cash Taxes Paid,0.58,6.07,2.95,2.90,0.68
Changes in Working Capital,-10.73,-22.64,11.29,13.69,-15.10
Cash from Operating Activities,13.01,13.07,36.27,44.52,20.03
Capital Expenditures,-11.77,-6.93,-12.87,-4.82,-1.94
"Other Investing Cash Flow Items, Total",3.20,17.80,2.65,2.43,0.50
Cash from Investing Activities,-8.57,10.87,-10.21,-2.39,-1.44
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.71,-19.29,-24.84,-38.27,-26.76
Foreign Exchange Effects,0.23,-0.11,-1.12,0.70,-0.23
Net Change in Cash,3.96,4.54,0.10,4.56,-8.40
