Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,392.72,221.33,357.00,323.14,287.39
Total Revenue,392.72,221.33,357.00,323.14,287.39
"Selling/General/Admin. Expenses, Total",108.27,46.13,61.60,63.95,81.38
Depreciation/Amortisation,5.23,0,0,16.02,0
Unusual Expense (Income),8.03,0,0,0.00,0
"Other Operating Expenses, Total",7.19,0.10,0.36,-0.68,0.23
Total Operating Expense,359.96,204.91,316.04,331.90,298.97
Operating Income,32.77,16.43,40.96,-8.76,-11.58
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.81,-1.07,-1.33,-1.83,-1.42
"Other, Net",0,0,0,0,0
Net Income Before Taxes,31.96,15.36,39.64,-10.59,-13.00
Provision for Income Taxes,10.38,2.88,15.96,-4.12,-0.33
Net Income After Taxes,21.58,12.48,23.68,-6.47,-12.68
Net Income Before Extra. Items,21.58,12.48,23.68,-6.47,-12.68
Net Income,21.58,12.48,23.68,-6.47,-12.68
Income Available to Com Excl ExtraOrd,21.58,12.48,23.68,-6.47,-12.68
Income Available to Com Incl ExtraOrd,21.58,12.48,23.68,-6.47,-12.68
Diluted Net Income,21.58,12.48,23.68,-6.47,-12.68
Diluted Weighted Average Shares,354.79,356.53,410.67,551.63,640.70
Diluted EPS Excluding ExtraOrd Items,0.06,0.03,0.06,-0.01,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.08,0.03,0.06,-0.01,-0.02
